,defillamaId,name,disabled,displayName,module,category,logo,change_1d,change_7d,change_1m,change_7dover7d,change_30dover30d,total24h,total48hto24h,total7d,total30d,total14dto7d,total60dto30d,total1y,average1y,totalAllTime,breakdown24h,chains,protocolType,methodologyURL,methodology,latestFetchIsOk,versionKey,dailyVolume,totalVolume7d,totalVolume30d,parentProtocol
0,2116,0x,False,0x - RFQ,0x,DEX Aggregator,https://icons.llamao.fi/icons/protocols/0x.png,-26.71,2779.58,402.96,316.18,26.78,10834018.0,14782720.0,38265878.0,81924915.33594608,9194482.105675697,64621041.05675697,1432439124.619873,110187624.97075942,,"{'ethereum': {'0x RFQ': 10834018}, 'polygon': {'0x RFQ': 0}, 'bsc': {'0x RFQ': 0}, 'optimism': {'0x RFQ': 0}, 'fantom': {'0x RFQ': 0}, 'celo': {'0x RFQ': 0}, 'avax': {'0x RFQ': 0}, 'arbitrum': {'0x RFQ': 0}, 'base': {'0x RFQ': 0}}","['Ethereum', 'Polygon', 'BSC', 'Optimism', 'Fantom', 'Celo', 'Avalanche', 'Arbitrum', 'Base']",protocol,https://github.com/DefiLlama/dimension-adapters/blob/master/dexs/0x,{},True,0x RFQ,10834018.0,376236.0,2154034.7018919014,
1,2345,10KSwap,False,10KSwap,10kswap,Dexes,https://icons.llamao.fi/icons/protocols/10kswap.png,-8.65,-69.19,0.9,-14.06,37.38,80732.0,88376.0,1413164.0,7014053.0,1644277.0,5105653.538204566,289254681.0558413,22250360.081218567,22148410.0,{'starknet': {'10kswap': 80732}},['Starknet'],protocol,https://github.com/DefiLlama/dimension-adapters/blob/master/dexs/10kswap,"{'UserFees': 'Swap fees paid by users', 'Fees': 'Swap fees paid by users', 'Revenue': 'Percentage of swap fees going to treasury and/or token holders', 'ProtocolRevenue': 'Percentage of swap fees going to treasury', 'HoldersRevenue': 'Money going to governance token holders', 'SupplySideRevenue': 'Liquidity providers revenue'}",True,,80732.0,262069.0,80010.0,
2,2283,3xcalibur,False,3xcalibur,3xcalibur,Dexes,https://icons.llamao.fi/icons/protocols/3xcalibur.png,108.33,-63.24,-60.32,162.97,-30.7,25.0,12.0,1257.0,3380.0,478.0,4877.17819795021,24871230.21029663,1913171.5546382028,67934053.0,{'arbitrum': {'3xcalibur': 25}},['Arbitrum'],protocol,https://github.com/DefiLlama/dimension-adapters/blob/master/dexs/3xcalibur,"{'UserFees': 'Swap fees paid by users', 'Fees': 'Swap fees paid by users', 'Revenue': 'Percentage of swap fees going to treasury and/or token holders', 'ProtocolRevenue': 'Percentage of swap fees going to treasury', 'HoldersRevenue': 'Money going to governance token holders', 'SupplySideRevenue': 'Liquidity providers revenue'}",True,,25.0,68.0,63.0,
3,951,4Swap,True,4Swap,4swap,Dexes,https://icons.llamao.fi/icons/protocols/pando.png,,,,,,,,,,,,,,,,['Mixin'],protocol,https://github.com/DefiLlama/dimension-adapters/blob/master/dexs/4swap,"{'UserFees': 'Swap fees paid by users', 'Fees': 'Swap fees paid by users', 'Revenue': 'Percentage of swap fees going to treasury and/or token holders', 'ProtocolRevenue': 'Percentage of swap fees going to treasury', 'HoldersRevenue': 'Money going to governance token holders', 'SupplySideRevenue': 'Liquidity providers revenue'}",True,,,,,parent#pando
4,2685,Arbitrum Exchange V2,False,Arbitrum Exchange V2,ArbitrumExchange,Dexes,https://icons.llamao.fi/icons/protocols/arbitrum-exchange-v2.jpg,-58.35,-79.63,-3.08,-13.83,40.41,409.0,982.0,23383.0,100497.0,27137.0,71576.21543538291,0.0,0.0,95638995.0,{'arbitrum': {'v2': 409}},['Arbitrum'],protocol,https://github.com/DefiLlama/dimension-adapters/blob/master/dexs/ArbitrumExchange,"{'UserFees': 'User pays 0.25% fees on each swap.', 'Fees': 'Swap fees paid by users', 'Revenue': 'Percentage of swap fees going to treasury and/or token holders', 'ProtocolRevenue': 'No protocol revenue.', 'HoldersRevenue': 'ARX stakers receive all fees.', 'SupplySideRevenue': 'LPs have no revenue.'}",True,v2,409.0,2008.0,422.0,parent#arbitrum-exchange
5,2962,Arbitrum Exchange V3,False,Arbitrum Exchange V3,ArbitrumExchange,Dexes,https://icons.llamao.fi/icons/protocols/arbitrum-exchange-v3.jpg,-33.05,-57.66,-34.48,13.71,-83.58,4312.0,6441.0,86260.0,384132.0,75861.0,2340122.2269254,0.0,0.0,264870422.0,{'arbitrum': {'v3': 4312}},['Arbitrum'],protocol,https://github.com/DefiLlama/dimension-adapters/blob/master/dexs/ArbitrumExchange,"{'UserFees': 'User pays a variable percentage on each swap depending on the pool. Minimum: 0.008%, maximum: 1%.', 'Fees': 'Swap fees paid by users', 'Revenue': 'Percentage of swap fees going to treasury and/or token holders', 'ProtocolRevenue': 'No protocol revenue.', 'HoldersRevenue': 'ARX stakers receive all fees.', 'SupplySideRevenue': 'LPs have no revenue.'}",True,v3,4312.0,10185.0,6581.0,parent#arbitrum-exchange
6,3234,DerpDEX,False,DerpDEX,DerpDEX,Dexes,https://icons.llamao.fi/icons/protocols/derpdex.png,-33.51,-99.67,-86.09,-90.53,36.73,5270.0,7926.0,243955.0,4330287.0,2576237.0,3166998.234857697,0.0,0.0,14085537.0,"{'era': {'DerpDEX': 4745}, 'base': {'DerpDEX': 525}, 'op_bnb': {'DerpDEX': 0}}","['zkSync Era', 'Base', 'opBNB']",protocol,https://github.com/DefiLlama/dimension-adapters/blob/master/dexs/DerpDEX,"{'UserFees': 'Swap fees paid by users', 'Fees': 'Swap fees paid by users', 'Revenue': 'Percentage of swap fees going to treasury and/or token holders', 'ProtocolRevenue': 'Percentage of swap fees going to treasury', 'HoldersRevenue': 'Money going to governance token holders', 'SupplySideRevenue': 'Liquidity providers revenue'}",True,,5270.0,1601275.0,37885.0,
7,4040,ICDex,False,ICDex,ICDex,Dexes,https://icons.llamao.fi/icons/protocols/icdex.png,-18.09,-89.03,,-29.73,19.16,21490.0,26237.0,432462.0,1733959.0,615389.0,1455212.3599880002,0.0,0.0,918167080.0,{'icp': {'ICDex': 21490}},['ICP'],protocol,https://github.com/DefiLlama/dimension-adapters/blob/master/dexs/ICDex,"{'UserFees': 'Swap fees paid by users', 'Fees': 'Swap fees paid by users', 'Revenue': 'Percentage of swap fees going to treasury and/or token holders', 'ProtocolRevenue': 'Percentage of swap fees going to treasury', 'HoldersRevenue': 'Money going to governance token holders', 'SupplySideRevenue': 'Liquidity providers revenue'}",True,,21490.0,195880.0,0.0,
8,2702,MantisSwap,False,MantisSwap,MantisSwap,Dexes,https://icons.llamao.fi/icons/protocols/mantisswap.jpg,26.22,-48.13,-8.43,-34.07,40.3,13104.0,10382.0,198608.0,817217.0,301227.0,582494.6380999994,0.0,0.0,19918039.0,"{'polygon': {'MantisSwap': 12794}, 'polygon_zkevm': {'MantisSwap': 310}}","['Polygon', 'Polygon zkEVM']",protocol,https://github.com/DefiLlama/dimension-adapters/blob/master/dexs/MantisSwap,"{'UserFees': 'Swap fees paid by users', 'Fees': 'Swap fees paid by users', 'Revenue': 'Percentage of swap fees going to treasury and/or token holders', 'ProtocolRevenue': 'Percentage of swap fees going to treasury', 'HoldersRevenue': 'Money going to governance token holders', 'SupplySideRevenue': 'Liquidity providers revenue'}",True,,13104.0,25262.0,14311.0,
9,4119,Omnidrome,False,Omnidrome,Omnidrome,Dexes,https://icons.llamao.fi/icons/protocols/omnidrome.png,124.23,2078.48,,182.42,0.0,3442.0,1535.0,7665.0,10623.0,2714.0,0.0,0.0,0.0,,{'zeta': {'Omnidrome': 3442}},['ZetaChain'],protocol,https://github.com/DefiLlama/dimension-adapters/blob/master/dexs/Omnidrome,"{'UserFees': 'Swap fees paid by users', 'Fees': 'Swap fees paid by users', 'Revenue': 'Percentage of swap fees going to treasury and/or token holders', 'ProtocolRevenue': 'Percentage of swap fees going to treasury', 'HoldersRevenue': 'Money going to governance token holders', 'SupplySideRevenue': 'Liquidity providers revenue'}",True,,3442.0,158.0,,
10,3575,Scale,False,Scale,Scale,Dexes,https://icons.llamao.fi/icons/protocols/scale.png,275.27,332.47,495.1,-17.28,-2.82,230548.0,61435.0,597448.0,2273634.0,722247.0,2339628.1250456376,0.0,0.0,,{'base': {'Scale': 230548}},['Base'],protocol,https://github.com/DefiLlama/dimension-adapters/blob/master/dexs/Scale,"{'UserFees': 'Swap fees paid by users', 'Fees': 'Swap fees paid by users', 'Revenue': 'Percentage of swap fees going to treasury and/or token holders', 'ProtocolRevenue': 'Percentage of swap fees going to treasury', 'HoldersRevenue': 'Money going to governance token holders', 'SupplySideRevenue': 'Liquidity providers revenue'}",True,,230548.0,53309.0,38741.0,parent#equalizer
11,4181,Scopuly,False,Scopuly,Scopuly,Dexes,https://icons.llamao.fi/icons/protocols/scopuly.jpg,-31.54,-33.14,-14.32,-13.28,1220.92,462076.0,674947.0,6377332.0,32831251.0,7353945.0,2485493.0,0.0,0.0,25357279.0,{'stellar': {'Scopuly': 462076}},['Stellar'],protocol,https://github.com/DefiLlama/dimension-adapters/blob/master/dexs/Scopuly,"{'UserFees': 'Swap fees paid by users', 'Fees': 'Swap fees paid by users', 'Revenue': 'Percentage of swap fees going to treasury and/or token holders', 'ProtocolRevenue': 'Percentage of swap fees going to treasury', 'HoldersRevenue': 'Money going to governance token holders', 'SupplySideRevenue': 'Liquidity providers revenue'}",True,,462076.0,691133.0,539306.0,
12,2695,SmarDex,False,SmarDex,SmarDex,Dexes,https://icons.llamao.fi/icons/protocols/smardex.png,-66.65,-81.38,-59.88,-17.92,80.51,429196.0,1286883.0,9779779.0,34677311.0,11914468.0,19210600.39937322,212049767.0468996,16311520.54206919,215881481.0,"{'arbitrum': {'SmarDex': 41512}, 'base': {'SmarDex': 26682}, 'bsc': {'SmarDex': 110128}, 'ethereum': {'SmarDex': 241324}, 'polygon': {'SmarDex': 9550}}","['Arbitrum', 'Base', 'BSC', 'Ethereum', 'Polygon']",protocol,https://github.com/DefiLlama/dimension-adapters/blob/master/dexs/SmarDex,"{'UserFees': 'Swap fees paid by users', 'Fees': 'Swap fees paid by users', 'Revenue': 'Percentage of swap fees going to treasury and/or token holders', 'ProtocolRevenue': 'Percentage of swap fees going to treasury', 'HoldersRevenue': 'Money going to governance token holders', 'SupplySideRevenue': 'Liquidity providers revenue'}",True,,429196.0,2305032.0,1069913.0,
13,2376,ABcDeFX,False,ABcDeFX,abcdefx,Dexes,https://icons.llamao.fi/icons/protocols/abcdefx.png,,,,0.0,-68.43,0.0,0.0,0.0,4.0,1.0,12.66983904915445,0.0,0.0,,"{'kcc': {'abcdefx': 0}, 'fantom': {'abcdefx': 0}, 'kava': {'abcdefx': 0}}","['KCC', 'Fantom', 'Kava']",protocol,https://github.com/DefiLlama/dimension-adapters/blob/master/dexs/abcdefx,"{'UserFees': 'Swap fees paid by users', 'Fees': 'Swap fees paid by users', 'Revenue': 'Percentage of swap fees going to treasury and/or token holders', 'ProtocolRevenue': 'Percentage of swap fees going to treasury', 'HoldersRevenue': 'Money going to governance token holders', 'SupplySideRevenue': 'Liquidity providers revenue'}",True,,0.0,0.0,0.0,parent#guru-network-dao
14,1847,Acala Swap,False,Acala Swap,acala-swap,Dexes,https://icons.llamao.fi/icons/protocols/acala-swap.png,15.91,-52.56,-12.33,-10.34,-10.13,209650.0,180880.0,1660187.0,5704441.0,1851704.0,6347573.379938267,89896154.73385175,6915088.8256809,26381483.0,{'acala': {'acala-swap': 209650}},['Acala'],protocol,https://github.com/DefiLlama/dimension-adapters/blob/master/dexs/acala-swap,"{'UserFees': 'Swap fees paid by users', 'Fees': 'Swap fees paid by users', 'Revenue': 'Percentage of swap fees going to treasury and/or token holders', 'ProtocolRevenue': 'Percentage of swap fees going to treasury', 'HoldersRevenue': 'Money going to governance token holders', 'SupplySideRevenue': 'Liquidity providers revenue'}",True,,209650.0,441901.0,239122.0,
15,2090,Aequinox,True,Aequinox,aequinox,Dexes,https://icons.llamao.fi/icons/protocols/aequinox.jpg,,,,,,,,,,,,,,,,['BSC'],protocol,https://github.com/DefiLlama/dimension-adapters/blob/master/dexs/aequinox,"{'UserFees': 'Swap fees paid by users', 'Fees': 'Swap fees paid by users', 'Revenue': 'Percentage of swap fees going to treasury and/or token holders', 'ProtocolRevenue': 'Percentage of swap fees going to treasury', 'HoldersRevenue': 'Money going to governance token holders', 'SupplySideRevenue': 'Liquidity providers revenue'}",True,,,,,
16,3450,Aerodrome,False,Aerodrome,aerodrome,Dexes,https://icons.llamao.fi/icons/protocols/aerodrome.png,-19.24,31.46,484.94,-15.3,167.0,23640997.0,29272565.0,167639833.0,433443751.0,197929875.0,162339952.85243058,0.0,0.0,,{'base': {'aerodrome': 23640997}},['Base'],protocol,https://github.com/DefiLlama/dimension-adapters/blob/master/dexs/aerodrome,"{'UserFees': 'Swap fees paid by users', 'Fees': 'Swap fees paid by users', 'Revenue': 'Percentage of swap fees going to treasury and/or token holders', 'ProtocolRevenue': 'Percentage of swap fees going to treasury', 'HoldersRevenue': 'Money going to governance token holders', 'SupplySideRevenue': 'Liquidity providers revenue'}",True,,23640997.0,17983841.0,4041643.0,
17,3259,Aftermath AMM,False,Aftermath AMM,aftermath-fi-amm,Dexes,https://icons.llamao.fi/icons/protocols/aftermath-amm.jpg,50.85,15.91,116.17,57.04,64.01,1325225.0,878479.0,9152137.0,23321928.0,5827935.0,14220079.628287941,0.0,0.0,,{'sui': {'aftermath-fi-amm': 1325225}},['Sui'],protocol,https://github.com/DefiLlama/dimension-adapters/blob/master/dexs/aftermath-fi-amm,"{'UserFees': 'Swap fees paid by users', 'Fees': 'Swap fees paid by users', 'Revenue': 'Percentage of swap fees going to treasury and/or token holders', 'ProtocolRevenue': 'Percentage of swap fees going to treasury', 'HoldersRevenue': 'Money going to governance token holders', 'SupplySideRevenue': 'Liquidity providers revenue'}",True,,1325225.0,1143276.0,613046.0,parent#aftermath-finance
18,3265,Agni Finance,False,Agni Finance,agni-fi,Dexes,https://icons.llamao.fi/icons/protocols/agni-finance.jpg,-11.19,-39.45,160.09,6.6,77.17,7061037.0,7951087.0,106901803.0,372216985.0,100284028.0,210090306.77964616,0.0,0.0,1597280794.0,{'mantle': {'agni-fi': 7061037}},['Mantle'],protocol,https://github.com/DefiLlama/dimension-adapters/blob/master/dexs/agni-fi,"{'UserFees': 'Swap fees paid by users', 'Fees': 'Swap fees paid by users', 'Revenue': 'Percentage of swap fees going to treasury and/or token holders', 'ProtocolRevenue': 'Percentage of swap fees going to treasury', 'HoldersRevenue': 'Money going to governance token holders', 'SupplySideRevenue': 'Liquidity providers revenue'}",True,,7061037.0,11661650.0,2714835.0,
19,2954,AirSwap,False,AirSwap,airswap,DEX Aggregator,https://icons.llamao.fi/icons/protocols/airswap.jpg,-25.21,174.39,7475.79,114.13,1.19,2488798.0,3327916.0,20371502.0,41152313.0,9513607.0,40669975.71878421,0.0,0.0,,"{'ethereum': {'airswap': 2387665}, 'polygon': {'airswap': 1374}, 'avax': {'airswap': 271}, 'bsc': {'airswap': 99488}, 'arbitrum': {'airswap': 0}}","['Ethereum', 'Polygon', 'Avalanche', 'BSC', 'Arbitrum']",protocol,https://github.com/DefiLlama/dimension-adapters/blob/master/dexs/airswap,{},True,,2488798.0,907016.0,32852.0,
20,739,Aldrin,True,Aldrin,aldrin,Dexes,https://icons.llamao.fi/icons/protocols/aldrin.png,,,,,,,,,,,,,,,,['Solana'],protocol,https://github.com/DefiLlama/dimension-adapters/blob/master/dexs/aldrin,"{'UserFees': 'Swap fees paid by users', 'Fees': 'Swap fees paid by users', 'Revenue': 'Percentage of swap fees going to treasury and/or token holders', 'ProtocolRevenue': 'Percentage of swap fees going to treasury', 'HoldersRevenue': 'Money going to governance token holders', 'SupplySideRevenue': 'Liquidity providers revenue'}",True,,,,,
21,1466,ALEX,False,ALEX,alex,Dexes,https://icons.llamao.fi/icons/protocols/alex.png,,,,,,,,,,,,,,659812414.445614,,['Stacks'],protocol,https://github.com/DefiLlama/dimension-adapters/blob/master/dexs/alex,"{'UserFees': 'Swap fees paid by users', 'Fees': 'Swap fees paid by users', 'Revenue': 'Percentage of swap fees going to treasury and/or token holders', 'ProtocolRevenue': 'Percentage of swap fees going to treasury', 'HoldersRevenue': 'Money going to governance token holders', 'SupplySideRevenue': 'Liquidity providers revenue'}",True,,,,,
22,2091,Algofi Swap,True,Algofi Swap,algofi,Dexes,https://icons.llamao.fi/icons/protocols/algofi.jpg,,,,,,,,,,,,,,,,['Algorand'],protocol,https://github.com/DefiLlama/dimension-adapters/blob/master/dexs/algofi,"{'UserFees': 'Swap fees paid by users', 'Fees': 'Swap fees paid by users', 'Revenue': 'Percentage of swap fees going to treasury and/or token holders', 'ProtocolRevenue': 'Percentage of swap fees going to treasury', 'HoldersRevenue': 'Money going to governance token holders', 'SupplySideRevenue': 'Liquidity providers revenue'}",True,,,,,parent#algofi
23,2603,AlienFi,False,AlienFi,alienfi,Dexes,https://icons.llamao.fi/icons/protocols/alienfi.png,-65.04,-95.16,30.3,-44.55,61.6,43.0,123.0,2463.0,10468.0,4442.0,6477.559005248244,21253818.25201797,1634909.0963090747,63016870.0,{'arbitrum': {'alienfi': 43}},['Arbitrum'],protocol,https://github.com/DefiLlama/dimension-adapters/blob/master/dexs/alienfi,"{'UserFees': 'Swap fees paid by users', 'Fees': 'Swap fees paid by users', 'Revenue': 'Percentage of swap fees going to treasury and/or token holders', 'ProtocolRevenue': 'Percentage of swap fees going to treasury', 'HoldersRevenue': 'Money going to governance token holders', 'SupplySideRevenue': 'Liquidity providers revenue'}",True,,43.0,889.0,33.0,
24,577,Allbridge Classic,False,Allbridge Classic,allbridge-classic,Bridge,https://icons.llamao.fi/icons/protocols/allbridge-classic.png,-14.52,18.89,50.76,83.58,-1.71,135214.0,158181.0,1317822.0,3291635.0,717828.0,3348739.686274846,0.0,0.0,,"{'ethereum': {'allbridge-classic': 11744}, 'bsc': {'allbridge-classic': 21470}, 'terra': {'allbridge-classic': 567}, 'aurora': {'allbridge-classic': 2853}, 'polygon': {'allbridge-classic': 2328}, 'heco': {'allbridge-classic': 90}, 'celo': {'allbridge-classic': 2000}, 'avax': {'allbridge-classic': 4737}, 'fantom': {'allbridge-classic': 10160}, 'fuse': {'allbridge-classic': 1987}, 'solana': {'allbridge-classic': 65629}, 'near': {'allbridge-classic': 0}, 'harmony': {'allbridge-classic': 0}, 'tezos': {'allbridge-classic': 143}, 'klaytn': {'allbridge-classic': 0}, 'waves': {'allbridge-classic': 0}, 'stellar': {'allbridge-classic': 138}, 'stacks': {'allbridge-classic': 11368}}","['Ethereum', 'BSC', 'Terra Classic', 'Aurora', 'Polygon', 'Heco', 'Celo', 'Avalanche', 'Fantom', 'Fuse', 'Solana', 'Near', 'Harmony', 'Tezos', 'Klaytn', 'Waves', 'Stellar', 'Stacks']",protocol,https://github.com/DefiLlama/dimension-adapters/blob/master/dexs/allbridge-classic,{},True,,135214.0,113727.0,89687.0,
25,3104,Ambient,False,Ambient,ambient,Dexes,https://icons.llamao.fi/icons/protocols/ambient.png,51.86,38.35,988.78,68.59,855.21,19804771.0,13041336.0,152978687.0,318780452.0,90741491.0,33372730.800828636,0.0,0.0,,"{'ethereum': {'ambient': 479395}, 'scroll': {'ambient': 8867157}, 'canto': {'ambient': 0}, 'blast': {'ambient': 10458219}}","['Ethereum', 'Scroll', 'Canto', 'Blast']",protocol,https://github.com/DefiLlama/dimension-adapters/blob/master/dexs/ambient,"{'UserFees': 'Swap fees paid by users', 'Fees': 'Swap fees paid by users', 'Revenue': 'Percentage of swap fees going to treasury and/or token holders', 'ProtocolRevenue': 'Percentage of swap fees going to treasury', 'HoldersRevenue': 'Money going to governance token holders', 'SupplySideRevenue': 'Liquidity providers revenue'}",True,,19804771.0,14314567.0,1818987.0,
26,2383,AmpleSwap,False,AmpleSwap,ampleswap,Dexes,https://icons.llamao.fi/icons/protocols/ampleswap.png,-89.95,-84.76,-97.72,871.73,24.23,1358.0,13515.0,7230957.0,8952961.0,744131.0,7206750.88519772,27357482.94493457,2104421.764994966,28911285.0,{'bsc': {'ampleswap': 1358}},['BSC'],protocol,https://github.com/DefiLlama/dimension-adapters/blob/master/dexs/ampleswap,"{'UserFees': 'Swap fees paid by users', 'Fees': 'Swap fees paid by users', 'Revenue': 'Percentage of swap fees going to treasury and/or token holders', 'ProtocolRevenue': 'Percentage of swap fees going to treasury', 'HoldersRevenue': 'Money going to governance token holders', 'SupplySideRevenue': 'Liquidity providers revenue'}",True,,1358.0,8911.0,59614.0,
27,398,ApeSwap AMM,False,ApeSwap AMM,apeswap,Dexes,https://icons.llamao.fi/icons/protocols/apeswap-amm.jpg,-24.78,19.38,315.93,65.53,164.67,4575267.0,6082566.0,41129705.0,93471749.0,24846911.0,35316191.14940053,357141937.9913001,27472456.768561564,18426048760.0,"{'bsc': {'apeswap': 4514390}, 'polygon': {'apeswap': 60460}, 'ethereum': {'apeswap': 6}, 'arbitrum': {'apeswap': 411}}","['BSC', 'Polygon', 'Ethereum', 'Arbitrum']",protocol,https://github.com/DefiLlama/dimension-adapters/blob/master/dexs/apeswap,"{'UserFees': 'Swap fees paid by users', 'Fees': 'Swap fees paid by users', 'Revenue': 'Percentage of swap fees going to treasury and/or token holders', 'ProtocolRevenue': 'Percentage of swap fees going to treasury', 'HoldersRevenue': 'Money going to governance token holders', 'SupplySideRevenue': 'Liquidity providers revenue'}",True,,4575267.0,3832396.0,1100017.0,
28,2648,ArcherSwap,False,ArcherSwap,archerswap,Dexes,https://icons.llamao.fi/icons/protocols/archerswap.jpg,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,111859772.96231015,8604597.920177702,113225522.73864646,{'core': {'archerswap': 0}},['CORE'],protocol,https://github.com/DefiLlama/dimension-adapters/blob/master/dexs/archerswap,"{'UserFees': 'Swap fees paid by users', 'Fees': 'Swap fees paid by users', 'Revenue': 'Percentage of swap fees going to treasury and/or token holders', 'ProtocolRevenue': 'Percentage of swap fees going to treasury', 'HoldersRevenue': 'Money going to governance token holders', 'SupplySideRevenue': 'Liquidity providers revenue'}",True,,0.0,0.0,0.0,
29,2317,Archly V1,False,Archly V1,archly-finance,Dexes,https://icons.llamao.fi/icons/protocols/archly-v1.jpg,-50.19,-74.18,-91.33,-80.37,-69.53,134.0,269.0,3955.0,51441.0,20148.0,168801.45006580706,1814070.7212349465,139543.90163345754,2283474.0,{'telos': {'archly-finance': 134}},['Telos'],protocol,https://github.com/DefiLlama/dimension-adapters/blob/master/dexs/archly-finance,"{'UserFees': 'Currently users pay a trading fee of 0.05%.', 'Fees': 'The trading fees are 0.05%, and can be adjusted from 0.01% up to 0.1%.', 'Revenue': 'All trading fees are paid to veArc voters.', 'ProtocolRevenue': 'Treasury does not earn any revenue from trading fees.', 'HoldersRevenue': 'veArc voters receive all protocol fees.', 'SupplySideRevenue': 'LPs do not earn any revenue from trading fees, only Arc emission decided by veArc voters.'}",True,,134.0,519.0,1546.0,parent#archly-finance
30,3867,Ascent Exchange V1,False,Ascent Exchange V1,ascent,Dexes,https://icons.llamao.fi/icons/protocols/ascent-exchange.png,6.1,-26.45,296.76,17.95,491.66,2694.0,2539.0,33830.0,125362.0,28681.0,21188.207826191152,0.0,0.0,19204864.0,{'eon': {'v2': 2694}},['Horizen EON'],protocol,https://github.com/DefiLlama/dimension-adapters/blob/master/dexs/ascent,"{'UserFees': 'Swap fees paid by users', 'Fees': 'Swap fees paid by users', 'Revenue': 'Percentage of swap fees going to treasury and/or token holders', 'ProtocolRevenue': 'Percentage of swap fees going to treasury', 'HoldersRevenue': 'Money going to governance token holders', 'SupplySideRevenue': 'Liquidity providers revenue'}",True,v2,2694.0,3663.0,679.0,parent#ascent-exchange
31,3868,Ascent Exchange V3,False,Ascent Exchange V3,ascent,Dexes,https://icons.llamao.fi/icons/protocols/ascent-exchange.png,-95.52,-97.95,-94.35,-36.28,72.04,1115.0,24880.0,154802.0,1418820.0,242960.0,824712.2279573567,0.0,0.0,3085080.0,{'eon': {'v3': 1115}},['Horizen EON'],protocol,https://github.com/DefiLlama/dimension-adapters/blob/master/dexs/ascent,"{'UserFees': 'Swap fees paid by users', 'Fees': 'Swap fees paid by users', 'Revenue': 'Percentage of swap fees going to treasury and/or token holders', 'ProtocolRevenue': 'Percentage of swap fees going to treasury', 'HoldersRevenue': 'Money going to governance token holders', 'SupplySideRevenue': 'Liquidity providers revenue'}",True,v3,1115.0,54480.0,19728.0,parent#ascent-exchange
32,2551,Ashswap,False,Ashswap,ashswap,Dexes,https://icons.llamao.fi/icons/protocols/ashswap.png,112.87,83.06,301.0,11.7,66.25,2447659.0,1149858.0,7764077.0,21395319.0,6950567.0,12869620.560310982,133841827.40213598,10295525.184779687,,{'elrond': {'ashswap': 2447659}},['MultiversX'],protocol,https://github.com/DefiLlama/dimension-adapters/blob/master/dexs/ashswap,"{'UserFees': 'Swap fees paid by users', 'Fees': 'Swap fees paid by users', 'Revenue': 'Percentage of swap fees going to treasury and/or token holders', 'ProtocolRevenue': 'Percentage of swap fees going to treasury', 'HoldersRevenue': 'Money going to governance token holders', 'SupplySideRevenue': 'Liquidity providers revenue'}",True,,2447659.0,1337081.0,610395.0,
33,1052,Astroport Classic,True,Astroport Classic,astroport,Dexes,https://icons.llamao.fi/icons/protocols/astroport.jpg,,,,,,,,,,,,,,32540550409.0,,['Terra Classic'],protocol,https://github.com/DefiLlama/dimension-adapters/blob/master/dexs/astroport,"{'UserFees': 'Swap fees paid by users', 'Fees': 'Swap fees paid by users', 'Revenue': 'Percentage of swap fees going to treasury and/or token holders', 'ProtocolRevenue': 'Percentage of swap fees going to treasury', 'HoldersRevenue': 'Money going to governance token holders', 'SupplySideRevenue': 'Liquidity providers revenue'}",True,,,,,
34,3117,Astroport,False,Astroport,astroport-v2,Dexes,https://icons.llamao.fi/icons/protocols/astroport.jpg,-11.26,-11.3,185.23,91.42,92.18,11635951.0,13111708.0,137014575.0,341771420.0,71577096.0,177835206.18673593,0.0,0.0,,"{'terra2': {'astroport-v2': 2267962}, 'injective': {'astroport-v2': 515395}, 'neutron': {'astroport-v2': 5223526}, 'sei': {'astroport-v2': 3629068}}","['Terra2', 'Injective', 'Neutron', 'Sei']",protocol,https://github.com/DefiLlama/dimension-adapters/blob/master/dexs/astroport-v2,"{'UserFees': 'Swap fees paid by users', 'Fees': 'Swap fees paid by users', 'Revenue': 'Percentage of swap fees going to treasury and/or token holders', 'ProtocolRevenue': 'Percentage of swap fees going to treasury', 'HoldersRevenue': 'Money going to governance token holders', 'SupplySideRevenue': 'Liquidity providers revenue'}",True,,11635951.0,13117862.0,4079448.0,
35,1368,AstroSwap,True,AstroSwap,astroswap,Dexes,https://icons.llamao.fi/icons/protocols/astroswap.jpg,,,,,,,,,,,,,,186216019.6768136,,['Velas'],protocol,https://github.com/DefiLlama/dimension-adapters/blob/master/dexs/astroswap,"{'UserFees': 'Swap fees paid by users', 'Fees': 'Swap fees paid by users', 'Revenue': 'Percentage of swap fees going to treasury and/or token holders', 'ProtocolRevenue': 'Percentage of swap fees going to treasury', 'HoldersRevenue': 'Money going to governance token holders', 'SupplySideRevenue': 'Liquidity providers revenue'}",True,,,,,
