,defillamaId,name,disabled,displayName,module,category,logo,change_1d,change_7d,change_1m,change_7dover7d,change_30dover30d,total24h,total48hto24h,total7d,total30d,total14dto7d,total60dto30d,total1y,average1y,totalAllTime,breakdown24h,chains,protocolType,methodologyURL,methodology,latestFetchIsOk,versionKey,dailyVolume,totalVolume7d,totalVolume30d,parentProtocol
103,1166,DefiChain DEX,False,DefiChain DEX,defichain-dex,Dexes,https://icons.llamao.fi/icons/protocols/defichain.jpg,69.63,-23.76,-79.45,-36.6,20.85,1428916.0,842363.0,14865803.0,102198276.0,23448775.0,84568037.70808324,1380106787.27891,106162060.55991615,,{'defichain': {'defichain-dex': 1428916}},['DefiChain'],protocol,https://github.com/DefiLlama/dimension-adapters/blob/master/dexs/defichain-dex,"{'UserFees': 'Swap fees paid by users', 'Fees': 'Swap fees paid by users', 'Revenue': 'Percentage of swap fees going to treasury and/or token holders', 'ProtocolRevenue': 'Percentage of swap fees going to treasury', 'HoldersRevenue': 'Money going to governance token holders', 'SupplySideRevenue': 'Liquidity providers revenue'}",True,,1428916.0,1874181.0,6953875.0,
104,728,DefiPlaza,False,DefiPlaza,defiplaza,Dexes,https://icons.llamao.fi/icons/protocols/defiplaza.jpg,60.87,131.58,154.24,17.15,24.19,49335.0,30667.0,228118.0,784390.0,194720.0,631596.4771192234,7284957.069759402,560381.3130584151,83787676.0,"{'ethereum': {'defiplaza': 25221}, 'radixdlt': {'defiplaza': 24114}}","['Ethereum', 'Radix']",protocol,https://github.com/DefiLlama/dimension-adapters/blob/master/dexs/defiplaza,"{'UserFees': 'Swap fees paid by users', 'Fees': 'User pays a small percentage of each swap, which is updated manually on an irregular basis to optimize aggregator volume.', 'Revenue': 'Percentage of swap fees going to treasury and/or token holders', 'ProtocolRevenue': 'Percentage of swap fees going to treasury', 'HoldersRevenue': 'Money going to governance token holders', 'SupplySideRevenue': 'LPs revenue is a small percentage of each swap, which is updated manually on an irregular basis to optimize aggregator volume.'}",True,,49335.0,21304.0,19405.0,
105,4062,DeltaSwap,False,DeltaSwap,deltaswap,Dexes,https://icons.llamao.fi/icons/protocols/deltaswap.jpg,-70.72,91.04,-61.78,122.13,281.48,18418.0,62893.0,250541.0,1036233.0,112791.0,271635.0,0.0,0.0,,{'arbitrum': {'deltaswap': 18418}},['Arbitrum'],protocol,https://github.com/DefiLlama/dimension-adapters/blob/master/dexs/deltaswap,"{'UserFees': 'Swap fees paid by users', 'Fees': 'Swap fees paid by users', 'Revenue': 'Percentage of swap fees going to treasury and/or token holders', 'ProtocolRevenue': 'Percentage of swap fees going to treasury', 'HoldersRevenue': 'Money going to governance token holders', 'SupplySideRevenue': 'Liquidity providers revenue'}",True,,18418.0,9641.0,48184.0,parent#gammaswaplabs
106,2001,Demex,False,Demex,demex,Derivatives,https://icons.llamao.fi/icons/protocols/demex.png,11.45,-48.23,123.5,-0.96,-98.62,45285.0,40632.0,244271.0,719306.0,246649.0,51972914.200126246,145291213.30732363,11176247.177486438,239931098.75,{'carbon': {'demex': 45285}},['Carbon'],protocol,https://github.com/DefiLlama/dimension-adapters/blob/master/dexs/demex,"{'UserFees': 'Fees paid by users', 'Fees': 'Fees paid by users', 'Revenue': 'Treasury and token holders revenue', 'ProtocolRevenue': 'Fees going to treasury', 'HoldersRevenue': 'Fees going to governance token holders', 'SupplySideRevenue': 'LPs revenue'}",True,demex,45285.0,87481.0,20262.0,
107,2589,Dexalot,False,Dexalot,dexalot,Dexes,https://icons.llamao.fi/icons/protocols/dexalot.png,41.28,20.31,-1.26,2.5,62.69,7365855.0,5213841.0,57930184.0,198227811.0,56517726.0,121842606.0,818773749.0,62982596.07692308,871934978.0,{'avax': {'dexalot': 7365855}},['Avalanche'],protocol,https://github.com/DefiLlama/dimension-adapters/blob/master/dexs/dexalot,"{'UserFees': 'Swap fees paid by users', 'Fees': 'Swap fees paid by users', 'Revenue': 'Percentage of swap fees going to treasury and/or token holders', 'ProtocolRevenue': 'Percentage of swap fees going to treasury', 'HoldersRevenue': 'Money going to governance token holders', 'SupplySideRevenue': 'Liquidity providers revenue'}",True,,7365855.0,6122248.0,7459475.0,
108,2737,Dexter,False,Dexter,dexter,Dexes,https://icons.llamao.fi/icons/protocols/dexter.jpg,-3.18,160.55,228.02,72.43,103.98,129274.0,133526.0,1040962.0,2806741.0,603715.0,1375985.7336909063,0.0,0.0,2831694.3420651467,{'persistence': {'dexter': 129274}},['Persistence'],protocol,https://github.com/DefiLlama/dimension-adapters/blob/master/dexs/dexter,"{'UserFees': 'Swap fees paid by users', 'Fees': 'Swap fees paid by users', 'Revenue': 'Percentage of swap fees going to treasury and/or token holders', 'ProtocolRevenue': 'Percentage of swap fees going to treasury', 'HoldersRevenue': 'Money going to governance token holders', 'SupplySideRevenue': 'Liquidity providers revenue'}",True,,129274.0,49616.0,39410.0,
109,366,DFX V2,False,DFX V2,dfx-finance,Dexes,https://icons.llamao.fi/icons/protocols/dfx-v2.jpg,0.0,,,488.6,-22.11,536.0,536.0,1136.0,1910.0,193.0,2452.1155870000002,26541688.648130007,2041668.3575484615,31495953.0,"{'ethereum': {'dfx-finance': 0}, 'polygon': {'dfx-finance': 536}}","['Ethereum', 'Polygon']",protocol,https://github.com/DefiLlama/dimension-adapters/blob/master/dexs/dfx-finance,"{'UserFees': 'Swap fees paid by users', 'Fees': 'Swap fees paid by users', 'Revenue': 'Percentage of swap fees going to treasury and/or token holders', 'ProtocolRevenue': 'Percentage of swap fees going to treasury', 'HoldersRevenue': 'Money going to governance token holders', 'SupplySideRevenue': 'Liquidity providers revenue'}",True,,536.0,0.0,0.0,parent#dfx-finance
110,318,Dfyn Network,False,Dfyn Network,dfyn,Dexes,https://icons.llamao.fi/icons/protocols/dfyn-network.jpg,-36.5,-35.64,-24.02,4.51,-47.25,220956.0,347957.0,2810726.0,9510771.0,2689416.0,18028676.56204878,97437763.13122958,7495212.548556115,2869081415.0,{'polygon': {'dfyn': 220956}},['Polygon'],protocol,https://github.com/DefiLlama/dimension-adapters/blob/master/dexs/dfyn,"{'UserFees': 'Swap fees paid by users', 'Fees': 'Swap fees paid by users', 'Revenue': 'Percentage of swap fees going to treasury and/or token holders', 'ProtocolRevenue': 'Percentage of swap fees going to treasury', 'HoldersRevenue': 'Money going to governance token holders', 'SupplySideRevenue': 'Liquidity providers revenue'}",True,,220956.0,343316.0,290822.0,
111,695,Dinosaur Eggs,False,Dinosaur Eggs,dinosaur-eggs,Dexes,https://icons.llamao.fi/icons/protocols/dinosaur-eggs.svg,-74.01,-94.78,1923.43,222.06,4830.87,80573.0,310054.0,10589320.0,14295152.0,3288013.0,289911.22756821476,20267351.77105737,1559027.0593121063,5076548276.0,{'bsc': {'dinosaur-eggs': 80573}},['BSC'],protocol,https://github.com/DefiLlama/dimension-adapters/blob/master/dexs/dinosaur-eggs,"{'UserFees': 'Swap fees paid by users', 'Fees': 'Swap fees paid by users', 'Revenue': 'Percentage of swap fees going to treasury and/or token holders', 'ProtocolRevenue': 'Percentage of swap fees going to treasury', 'HoldersRevenue': 'Money going to governance token holders', 'SupplySideRevenue': 'Liquidity providers revenue'}",True,,80573.0,1543100.0,3982.0,
112,146,DODO,False,DODO,dodo,Dexes,https://icons.llamao.fi/icons/protocols/dodo.png,8.28,21.38,2.21,-0.75,-15.39,45352496.0,41883605.0,437479121.0,1581279870.0,440773469.0,1868920401.709999,26536845698.82001,2041295822.9861538,,"{'arbitrum': {'dodo': 1215747}, 'bsc': {'dodo': 31494175}, 'ethereum': {'dodo': 2744146}, 'polygon': {'dodo': 4317237}, 'avax': {'dodo': 4306578}, 'optimism': {'dodo': 8349}, 'base': {'dodo': 49919}, 'linea': {'dodo': 152791}, 'scroll': {'dodo': 1063554}}","['Arbitrum', 'BSC', 'Ethereum', 'Polygon', 'Avalanche', 'Optimism', 'Base', 'Linea', 'Scroll']",protocol,https://github.com/DefiLlama/dimension-adapters/blob/master/dexs/dodo,"{'UserFees': 'Swap fees paid by users', 'Fees': 'Swap fees paid by users', 'Revenue': 'Percentage of swap fees going to treasury and/or token holders', 'ProtocolRevenue': 'Percentage of swap fees going to treasury', 'HoldersRevenue': 'Money going to governance token holders', 'SupplySideRevenue': 'Liquidity providers revenue'}",True,,45352496.0,37363950.0,44369995.0,
113,2809,Dove Swap V3,False,Dove Swap V3,doveswap,Dexes,https://icons.llamao.fi/icons/protocols/dove-swap-v3.png,36.11,68.56,-63.28,-46.73,-64.02,5040.0,3703.0,38449.0,370177.0,72176.0,1028883.0562898426,0.0,0.0,35881477.0,{'polygon_zkevm': {'v3': 5040}},['Polygon zkEVM'],protocol,https://github.com/DefiLlama/dimension-adapters/blob/master/dexs/doveswap,"{'UserFees': 'User pays 0.01%, 0.05%, 0.30%, or 1% on each swap.', 'Fees': 'Swap fees paid by users', 'Revenue': 'Percentage of swap fees going to treasury and/or token holders', 'ProtocolRevenue': 'Protocol has revenue.', 'HoldersRevenue': 'Holders have no revenue.', 'SupplySideRevenue': '75% of user fees are distributed among LPs.'}",True,v3,5040.0,2990.0,13726.0,parent#dove-swap
114,2488,DPEX,False,DPEX,dpex,Derivatives,https://icons.llamao.fi/icons/protocols/dpex.jpg,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27030783.761479773,2079291.0585753678,32899186.0,{'polygon': {'dpex': 0}},['Polygon'],protocol,https://github.com/DefiLlama/dimension-adapters/blob/master/dexs/dpex,"{'UserFees': 'Fees paid by users', 'Fees': 'Fees paid by users', 'Revenue': 'Treasury and token holders revenue', 'ProtocolRevenue': 'Fees going to treasury', 'HoldersRevenue': 'Fees going to governance token holders', 'SupplySideRevenue': 'LPs revenue'}",True,,0.0,0.0,0.0,
115,4138,DragonSwap V2,False,DragonSwap V2,dragonswap,Dexes,https://icons.llamao.fi/icons/protocols/dragonswap-v2.png,-50.4,-63.25,,94.88,0.0,312.0,629.0,20197.0,30627.0,10364.0,0.0,0.0,0.0,24667.0,{'klaytn': {'v2': 312}},['Klaytn'],protocol,https://github.com/DefiLlama/dimension-adapters/blob/master/dexs/dragonswap,"{'UserFees': 'User pays 0.3% fees on each swap.', 'Fees': 'All fees comes from the user.', 'Revenue': 'All revenue generated comes from user fees.', 'ProtocolRevenue': 'Treasury receives 0.06% of each swap.', 'HoldersRevenue': '', 'SupplySideRevenue': 'LPs receive 0.24% of the fees.'}",True,v2,312.0,849.0,0.0,parent#dragonswap
116,4139,DragonSwap V3,False,DragonSwap V3,dragonswap,Dexes,https://icons.llamao.fi/icons/protocols/dragonswap-v3.png,3.59,-38.99,,11.72,0.0,2533158.0,2445349.0,30007058.0,69729809.0,26859507.0,0.0,0.0,0.0,63057025.0,{'klaytn': {'v3': 2533158}},['Klaytn'],protocol,https://github.com/DefiLlama/dimension-adapters/blob/master/dexs/dragonswap,"{'UserFees': 'Swap fees paid by users', 'Fees': 'Swap fees paid by users', 'Revenue': 'Percentage of swap fees going to treasury and/or token holders', 'ProtocolRevenue': 'Percentage of swap fees going to treasury', 'HoldersRevenue': 'Money going to governance token holders', 'SupplySideRevenue': 'Liquidity providers revenue'}",True,v3,2533158.0,4151721.0,0.0,parent#dragonswap
117,970,Drift,False,Drift,drift-protocol,Derivatives,https://icons.llamao.fi/icons/protocols/drift.jpg,-24.37,82.16,45.95,88.35,197.0,6782554.0,8968124.0,64837697.0,160091640.0,34423897.0,53902384.0,0.0,0.0,,{'solana': {'swap': 6782554}},['Solana'],protocol,https://github.com/DefiLlama/dimension-adapters/blob/master/dexs/drift-protocol,"{'UserFees': 'Fees paid by users', 'Fees': 'Fees paid by users', 'Revenue': 'Treasury and token holders revenue', 'ProtocolRevenue': 'Fees going to treasury', 'HoldersRevenue': 'Fees going to governance token holders', 'SupplySideRevenue': 'LPs revenue'}",True,swap,6782554.0,3723335.0,4647132.0,
118,3650,DX25,False,DX25,dx25,Dexes,https://icons.llamao.fi/icons/protocols/dx25.png,1051.2,852.93,-82.78,20.97,-30.93,22575.0,1961.0,813855.0,3066183.0,672788.0,4439394.7700000005,0.0,0.0,21402566.0,{'elrond': {'dx25': 22575}},['MultiversX'],protocol,https://github.com/DefiLlama/dimension-adapters/blob/master/dexs/dx25,"{'UserFees': 'Swap fees paid by users', 'Fees': 'Swap fees paid by users', 'Revenue': 'Percentage of swap fees going to treasury and/or token holders', 'ProtocolRevenue': 'Percentage of swap fees going to treasury', 'HoldersRevenue': 'Money going to governance token holders', 'SupplySideRevenue': 'Liquidity providers revenue'}",True,,22575.0,2369.0,131067.0,
119,1756,Dystopia,False,Dystopia,dystopia,Dexes,https://icons.llamao.fi/icons/protocols/dystopia.png,-81.59,-93.18,-39.07,9.74,94.5,1023.0,5557.0,53507.0,203751.0,48758.0,104755.59997696202,4522912.97406058,347916.38262004446,189441980.0,{'polygon': {'dystopia': 1023}},['Polygon'],protocol,https://github.com/DefiLlama/dimension-adapters/blob/master/dexs/dystopia,"{'UserFees': 'Swap fees paid by users', 'Fees': 'Swap fees paid by users', 'Revenue': 'Percentage of swap fees going to treasury and/or token holders', 'ProtocolRevenue': 'Percentage of swap fees going to treasury', 'HoldersRevenue': 'Money going to governance token holders', 'SupplySideRevenue': 'Liquidity providers revenue'}",True,,1023.0,14996.0,1679.0,
120,2926,E3,False,E3,e3,Dexes,https://icons.llamao.fi/icons/protocols/e3.png,-2.34,-61.17,188.75,-41.12,72.74,1141229.0,1168532.0,6773764.0,26333385.0,11503908.0,15244455.682349458,0.0,0.0,,"{'fantom': {'e3': 86008}, 'arbitrum': {'e3': 0}, 'base': {'e3': 1055221}}","['Fantom', 'Arbitrum', 'Base']",protocol,https://github.com/DefiLlama/dimension-adapters/blob/master/dexs/e3,"{'UserFees': 'Swap fees paid by users', 'Fees': 'Swap fees paid by users', 'Revenue': 'Percentage of swap fees going to treasury and/or token holders', 'ProtocolRevenue': 'Percentage of swap fees going to treasury', 'HoldersRevenue': 'Money going to governance token holders', 'SupplySideRevenue': 'Liquidity providers revenue'}",True,,1141229.0,2939364.0,395226.0,parent#guru-network-dao
121,3256,EchoDEX V2,False,EchoDEX V2,echodex,Dexes,https://icons.llamao.fi/icons/protocols/echodex-v2.jpg,-65.78,-48.88,-36.22,-46.12,110.5,32529.0,95048.0,476296.0,3932366.0,883978.0,1868100.4339676416,0.0,0.0,33533270.0,{'linea': {'echodex': 32529}},['Linea'],protocol,https://github.com/DefiLlama/dimension-adapters/blob/master/dexs/echodex,"{'UserFees': 'Swap fees paid by users', 'Fees': 'Swap fees paid by users', 'Revenue': 'Percentage of swap fees going to treasury and/or token holders', 'ProtocolRevenue': 'Percentage of swap fees going to treasury', 'HoldersRevenue': 'Money going to governance token holders', 'SupplySideRevenue': 'Liquidity providers revenue'}",True,,32529.0,63631.0,51002.0,parent#echodex
122,3349,EchoDEX V3,False,EchoDEX V3,echodex-v3,Dexes,https://icons.llamao.fi/icons/protocols/echodex-v3.jpg,-57.42,-43.55,-44.05,-50.51,75.36,23940.0,56223.0,280424.0,2386727.0,566600.0,1361057.8825772316,0.0,0.0,25566786.0,{'linea': {'echodex-v3': 23940}},['Linea'],protocol,https://github.com/DefiLlama/dimension-adapters/blob/master/dexs/echodex-v3,"{'UserFees': 'Swap fees paid by users', 'Fees': 'Swap fees paid by users', 'Revenue': 'Percentage of swap fees going to treasury and/or token holders', 'ProtocolRevenue': 'Percentage of swap fees going to treasury', 'HoldersRevenue': 'Money going to governance token holders', 'SupplySideRevenue': 'Liquidity providers revenue'}",True,,23940.0,42411.0,42785.0,parent#echodex
123,4128,Econia,False,Econia,econia,Dexes,https://icons.llamao.fi/icons/protocols/econia.jpg,20.73,14.22,313.72,36.04,142.31,1457642.0,1207396.0,13607562.0,34483344.0,10002499.0,14231029.0,0.0,0.0,66078219.0,{'aptos': {'econia': 1457642}},['Aptos'],protocol,https://github.com/DefiLlama/dimension-adapters/blob/master/dexs/econia,"{'UserFees': 'Swap fees paid by users', 'Fees': 'Swap fees paid by users', 'Revenue': 'Percentage of swap fees going to treasury and/or token holders', 'ProtocolRevenue': 'Percentage of swap fees going to treasury', 'HoldersRevenue': 'Money going to governance token holders', 'SupplySideRevenue': 'Liquidity providers revenue'}",True,,1457642.0,1276135.0,352324.0,
124,3499,Ekubo,False,Ekubo,ekubo,Dexes,https://icons.llamao.fi/icons/protocols/ekubo.png,32.88,62.76,346.16,97.29,168.1,35966421.0,27067499.0,294750749.0,755288483.0,149400687.0,281718956.7380508,0.0,0.0,,{'starknet': {'ekubo': 35966421}},['Starknet'],protocol,https://github.com/DefiLlama/dimension-adapters/blob/master/dexs/ekubo,"{'UserFees': 'Swap fees paid by users', 'Fees': 'Swap fees paid by users', 'Revenue': 'Percentage of swap fees going to treasury and/or token holders', 'ProtocolRevenue': 'Percentage of swap fees going to treasury', 'HoldersRevenue': 'Money going to governance token holders', 'SupplySideRevenue': 'Liquidity providers revenue'}",True,,35966421.0,22097276.0,8061364.0,
125,2356,El Dorado Exchange,False,El Dorado Exchange - SWAP,el-dorado-exchange,Dexes,https://icons.llamao.fi/icons/protocols/el-dorado-exchange.jpg,,,,,,,,,,,,,,26809428.0,,['Arbitrum'],protocol,https://github.com/DefiLlama/dimension-adapters/blob/master/dexs/el-dorado-exchange,"{'UserFees': 'Swap fees paid by users', 'Fees': 'Swap fees paid by users', 'Revenue': 'Percentage of swap fees going to treasury and/or token holders', 'ProtocolRevenue': 'Percentage of swap fees going to treasury', 'HoldersRevenue': 'Money going to governance token holders', 'SupplySideRevenue': 'Liquidity providers revenue'}",True,swap,,,,parent#ede
126,3773,Elektrik,False,Elektrik,elektrik,Dexes,https://icons.llamao.fi/icons/protocols/elektrik.png,-28.35,61.9,79.85,1.09,374.83,1428.0,1993.0,22066.0,177499.0,21829.0,37381.76904261985,0.0,0.0,394351.0,{'lightlink_phoenix': {'elektrik': 1428}},['LightLink'],protocol,https://github.com/DefiLlama/dimension-adapters/blob/master/dexs/elektrik,"{'UserFees': 'Swap fees paid by users', 'Fees': 'Swap fees paid by users', 'Revenue': 'Percentage of swap fees going to treasury and/or token holders', 'ProtocolRevenue': 'Percentage of swap fees going to treasury', 'HoldersRevenue': 'Money going to governance token holders', 'SupplySideRevenue': 'Liquidity providers revenue'}",True,,1428.0,882.0,794.0,
127,420,Elk,False,Elk,elk,Dexes,https://icons.llamao.fi/icons/protocols/elk.jpg,-47.2,-74.47,-29.67,6.68,52.02,32272.0,61118.0,608204.0,1808293.0,570120.0,1189526.6815704391,14941261.692094205,1149327.822468785,637374177.0,"{'arbitrum': {'elk': 387}, 'avax': {'elk': 3555}, 'bsc': {'elk': 5336}, 'fantom': {'elk': 14650}, 'polygon': {'elk': 4699}, 'xdai': {'elk': 3462}, 'ethereum': {'elk': 0}, 'optimism': {'elk': 183}}","['Arbitrum', 'Avalanche', 'BSC', 'Fantom', 'Polygon', 'Gnosis', 'Ethereum', 'Optimism']",protocol,https://github.com/DefiLlama/dimension-adapters/blob/master/dexs/elk,"{'UserFees': 'Swap fees paid by users', 'Fees': 'Swap fees paid by users', 'Revenue': 'Percentage of swap fees going to treasury and/or token holders', 'ProtocolRevenue': 'Percentage of swap fees going to treasury', 'HoldersRevenue': 'Money going to governance token holders', 'SupplySideRevenue': 'Liquidity providers revenue'}",True,,32272.0,126410.0,45888.0,
128,238,Ellipsis Finance,False,Ellipsis Finance,ellipsis,Dexes,https://icons.llamao.fi/icons/protocols/ellipsis-finance.jpg,165.35,173.39,101.87,81.09,120.52,364405.0,137332.0,2685726.0,5803509.0,1483130.0,2631733.3256800007,90123576.382274,6932582.798636462,29756380456.0,{'bsc': {'ellipsis': 364405}},['BSC'],protocol,https://github.com/DefiLlama/dimension-adapters/blob/master/dexs/ellipsis,"{'UserFees': 'Swap fees paid by users', 'Fees': 'Swap fees paid by users', 'Revenue': 'Percentage of swap fees going to treasury and/or token holders', 'ProtocolRevenue': 'Percentage of swap fees going to treasury', 'HoldersRevenue': 'Money going to governance token holders', 'SupplySideRevenue': 'Liquidity providers revenue'}",True,,364405.0,133293.0,180517.0,
129,812,EmpireDEX,False,EmpireDEX,empiredex,Dexes,https://icons.llamao.fi/icons/protocols/empire-dex.jpg,0.0,-73.47,-18.75,55.42,-89.94,13.0,13.0,129.0,355.0,83.0,3530.2159979550343,39505.01898293025,3038.847614071557,2583293.0,"{'bsc': {'empiredex': 13}, 'xdai': {'empiredex': 0}, 'polygon': {'empiredex': 0}, 'avax': {'empiredex': 0}}","['BSC', 'Gnosis', 'Polygon', 'Avalanche']",protocol,https://github.com/DefiLlama/dimension-adapters/blob/master/dexs/empiredex,"{'UserFees': 'Swap fees paid by users', 'Fees': 'Swap fees paid by users', 'Revenue': 'Percentage of swap fees going to treasury and/or token holders', 'ProtocolRevenue': 'Percentage of swap fees going to treasury', 'HoldersRevenue': 'Money going to governance token holders', 'SupplySideRevenue': 'Liquidity providers revenue'}",True,,13.0,49.0,16.0,
130,242,Energiswap,False,Energiswap,energiswap,Dexes,https://icons.llamao.fi/icons/protocols/energiswap.jpg,6885.71,-97.42,-92.42,-82.07,544.2,489.0,7.0,74058.0,799210.0,413139.0,124062.20049785508,10924854.89680657,840373.4536005049,586421156.0,{'energi': {'energiswap': 489}},['Energi'],protocol,https://github.com/DefiLlama/dimension-adapters/blob/master/dexs/energiswap,"{'UserFees': 'Swap fees paid by users', 'Fees': 'Swap fees paid by users', 'Revenue': 'Percentage of swap fees going to treasury and/or token holders', 'ProtocolRevenue': 'Percentage of swap fees going to treasury', 'HoldersRevenue': 'Money going to governance token holders', 'SupplySideRevenue': 'Liquidity providers revenue'}",True,,489.0,18962.0,6450.0,
131,2332,Equalizer Exchange,False,Equalizer Exchange,equalizer-exchange,Dexes,https://icons.llamao.fi/icons/protocols/equalizer-exchange.png,-39.55,-4.09,241.16,139.25,13.72,755823.0,1250329.0,6908858.0,12805826.0,2887748.0,11260503.1572888,495499815.4461231,38115370.41893256,,{'fantom': {'equalizer-exchange': 755823}},['Fantom'],protocol,https://github.com/DefiLlama/dimension-adapters/blob/master/dexs/equalizer-exchange,"{'UserFees': 'Swap fees paid by users', 'Fees': 'Swap fees paid by users', 'Revenue': 'Percentage of swap fees going to treasury and/or token holders', 'ProtocolRevenue': 'Percentage of swap fees going to treasury', 'HoldersRevenue': 'Money going to governance token holders', 'SupplySideRevenue': 'Liquidity providers revenue'}",True,,755823.0,788065.0,221542.0,parent#equalizer
132,2586,Equilibre,False,Equilibre,equilibre,Dexes,https://icons.llamao.fi/icons/protocols/equilibre.png,-31.36,-12.82,-68.62,39.93,-76.56,20874.0,30410.0,174046.0,661309.0,124380.0,2821636.4402093096,116458899.41044605,8958376.877726618,,{'kava': {'equilibre': 20874}},['Kava'],protocol,https://github.com/DefiLlama/dimension-adapters/blob/master/dexs/equilibre,"{'UserFees': 'Swap fees paid by users', 'Fees': 'Swap fees paid by users', 'Revenue': 'Percentage of swap fees going to treasury and/or token holders', 'ProtocolRevenue': 'Percentage of swap fees going to treasury', 'HoldersRevenue': 'Money going to governance token holders', 'SupplySideRevenue': 'Liquidity providers revenue'}",True,,20874.0,23944.0,66516.0,
133,3173,Equity,False,Equity,equity-spot,Derivatives,https://icons.llamao.fi/icons/protocols/equity.png,-18.25,36.72,151.39,301.1,120.11,814534.0,996376.0,13096953.0,19247044.0,3265266.0,8744289.474049482,0.0,0.0,158667957.0,{'fantom': {'equity-spot': 814534}},['Fantom'],protocol,https://github.com/DefiLlama/dimension-adapters/blob/master/dexs/equity-spot,"{'UserFees': 'Fees paid by users', 'Fees': 'Fees paid by users', 'Revenue': 'Treasury and token holders revenue', 'ProtocolRevenue': 'Fees going to treasury', 'HoldersRevenue': 'Fees going to governance token holders', 'SupplySideRevenue': 'LPs revenue'}",True,,814534.0,595771.0,324017.0,parent#equalizer
134,1179,ExinSwap,False,ExinSwap,exinswap,Dexes,https://icons.llamao.fi/icons/protocols/exinswap.png,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,861.46,554429.13,42648.39461538462,464134306.0,{'mixin': {'exinswap': 0}},['Mixin'],protocol,https://github.com/DefiLlama/dimension-adapters/blob/master/dexs/exinswap,"{'UserFees': 'Swap fees paid by users', 'Fees': 'Swap fees paid by users', 'Revenue': 'Percentage of swap fees going to treasury and/or token holders', 'ProtocolRevenue': 'Percentage of swap fees going to treasury', 'HoldersRevenue': 'Money going to governance token holders', 'SupplySideRevenue': 'Liquidity providers revenue'}",True,,0.0,0.0,0.0,
135,1671,FairySwap V1,True,FairySwap V1,fairyswap,Dexes,https://icons.llamao.fi/icons/protocols/fairyswap-v1.png,,,,,,,,,,,,,,7983279.362053986,,['Findora'],protocol,https://github.com/DefiLlama/dimension-adapters/blob/master/dexs/fairyswap,"{'UserFees': 'Swap fees paid by users', 'Fees': 'Swap fees paid by users', 'Revenue': 'Percentage of swap fees going to treasury and/or token holders', 'ProtocolRevenue': 'Percentage of swap fees going to treasury', 'HoldersRevenue': 'Money going to governance token holders', 'SupplySideRevenue': 'Liquidity providers revenue'}",True,,,,,parent#fairyswap
136,3077,Fathom Dex,False,Fathom Dex,fathom-dex,Dexes,https://icons.llamao.fi/icons/protocols/fathom-dex.png,-72.26,-86.11,-68.61,-32.81,106.37,3339.0,12035.0,70351.0,368563.0,104705.0,178589.08690711914,0.0,0.0,2467812.0,{'xdc': {'fathom-dex': 3339}},['XDC'],protocol,https://github.com/DefiLlama/dimension-adapters/blob/master/dexs/fathom-dex,"{'UserFees': 'Swap fees paid by users', 'Fees': 'Swap fees paid by users', 'Revenue': 'Percentage of swap fees going to treasury and/or token holders', 'ProtocolRevenue': 'Percentage of swap fees going to treasury', 'HoldersRevenue': 'Money going to governance token holders', 'SupplySideRevenue': 'Liquidity providers revenue'}",True,,3339.0,24044.0,10636.0,
137,3299,FCON DEX,True,FCON DEX,fcon-dex,Dexes,https://icons.llamao.fi/icons/protocols/fcon-dex.png,,,,,,,,,,,,,,,,['Mantle'],protocol,https://github.com/DefiLlama/dimension-adapters/blob/master/dexs/fcon-dex,"{'UserFees': 'Swap fees paid by users', 'Fees': 'Swap fees paid by users', 'Revenue': 'Percentage of swap fees going to treasury and/or token holders', 'ProtocolRevenue': 'Percentage of swap fees going to treasury', 'HoldersRevenue': 'Money going to governance token holders', 'SupplySideRevenue': 'Liquidity providers revenue'}",True,,,,,
138,1882,Ferro,False,Ferro,ferro,Dexes,https://icons.llamao.fi/icons/protocols/ferro.png,175.87,384.9,-8.69,46.7,22.06,1811949.0,656814.0,9359625.0,24524652.0,6379979.0,20092965.725935526,279044522.17788726,21464963.244452868,18142248.0,{'cronos': {'ferro': 1811949}},['Cronos'],protocol,https://github.com/DefiLlama/dimension-adapters/blob/master/dexs/ferro,"{'UserFees': 'Swap fees paid by users', 'Fees': 'Swap fees paid by users', 'Revenue': 'Percentage of swap fees going to treasury and/or token holders', 'ProtocolRevenue': 'Percentage of swap fees going to treasury', 'HoldersRevenue': 'Money going to governance token holders', 'SupplySideRevenue': 'Liquidity providers revenue'}",True,,1811949.0,373673.0,1984467.0,
139,304,Flamingo Finance,False,Flamingo Finance,flamingo-finance,Dexes,https://icons.llamao.fi/icons/protocols/flamingo-finance.jpg,36.73,1.05,588.43,16.47,179.97,2707637.0,1980275.0,20030861.0,49292654.0,17198341.0,17606332.81921021,454103955.60542065,34931073.50810927,,{'neo': {'flamingo-finance': 2707637}},['NEO'],protocol,https://github.com/DefiLlama/dimension-adapters/blob/master/dexs/flamingo-finance,"{'UserFees': 'Swap fees paid by users', 'Fees': 'Swap fees paid by users', 'Revenue': 'Percentage of swap fees going to treasury and/or token holders', 'ProtocolRevenue': 'Percentage of swap fees going to treasury', 'HoldersRevenue': 'Money going to governance token holders', 'SupplySideRevenue': 'Liquidity providers revenue'}",True,,2707637.0,2679431.0,393306.0,
